"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","shot","minute"
"523","Golden State Warriors","2/25/17",2016,1,2,53,"n","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",146,223,"Stephen Curry","shot no",10
"524","Golden State Warriors","2/25/17",2016,1,1,41,"y","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",-71,170,"Stephen Curry","shot yes",11
"525","Golden State Warriors","3/5/17",2016,2,0,0,"n","Jump Shot","3PT Field Goal",61,"New York Knicks",-155,594,"Stephen Curry","shot no",24
"526","Golden State Warriors","12/30/16",2016,1,9,50,"y","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",225,65,"Stephen Curry","shot yes",3
"527","Golden State Warriors","12/30/16",2016,1,7,58,"n","Jump Shot","3PT Field Goal",29,"Dallas Mavericks",-181,237,"Stephen Curry","shot no",5
"528","Golden State Warriors","12/30/16",2016,1,4,2,"y","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",151,218,"Stephen Curry","shot yes",8
"529","Golden State Warriors","12/30/16",2016,3,1,47,"n","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",69,248,"Stephen Curry","shot no",35
"530","Golden State Warriors","12/30/16",2016,1,0,43,"y","Jump Shot","2PT Field Goal",21,"Dallas Mavericks",-214,33,"Stephen Curry","shot yes",12
"531","Golden State Warriors","3/5/17",2016,1,6,27,"n","Jump Shot","3PT Field Goal",24,"New York Knicks",-240,-36,"Stephen Curry","shot no",6
"532","Golden State Warriors","12/1/16",2016,3,1,47,"n","Jump Shot","3PT Field Goal",23,"Houston Rockets",232,57,"Stephen Curry","shot no",35
"533","Golden State Warriors","12/1/16",2016,3,6,15,"n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-115,228,"Stephen Curry","shot no",30
"534","Golden State Warriors","12/1/16",2016,1,7,12,"n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-66,249,"Stephen Curry","shot no",5
"535","Golden State Warriors","12/1/16",2016,4,2,46,"n","Jump Shot","3PT Field Goal",23,"Houston Rockets",230,16,"Stephen Curry","shot no",46
"536","Golden State Warriors","12/1/16",2016,4,1,10,"n","Jump Shot","3PT Field Goal",26,"Houston Rockets",89,252,"Stephen Curry","shot no",47
"537","Golden State Warriors","12/1/16",2016,3,10,29,"n","Jump Shot","2PT Field Goal",12,"Houston Rockets",-9,121,"Stephen Curry","shot no",26
"538","Golden State Warriors","12/1/16",2016,3,4,4,"y","Jump Shot","3PT Field Goal",27,"Houston Rockets",-84,262,"Stephen Curry","shot yes",32
"539","Golden State Warriors","2/13/17",2016,2,5,42,"n","Jump Shot","2PT Field Goal",8,"Denver Nuggets",51,70,"Stephen Curry","shot no",19
"540","Golden State Warriors","2/13/17",2016,1,7,54,"n","Jump Shot","3PT Field Goal",24,"Denver Nuggets",204,144,"Stephen Curry","shot no",5
"541","Golden State Warriors","2/13/17",2016,2,2,9,"n","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-191,164,"Stephen Curry","shot no",22
"542","Golden State Warriors","2/13/17",2016,1,0,5,"n","Jump Shot","3PT Field Goal",24,"Denver Nuggets",225,87,"Stephen Curry","shot no",12
"543","Golden State Warriors","2/13/17",2016,1,10,48,"n","Jump Shot","3PT Field Goal",24,"Denver Nuggets",204,139,"Stephen Curry","shot no",2
"544","Golden State Warriors","2/13/17",2016,3,8,25,"n","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-6,242,"Stephen Curry","shot no",28
"545","Golden State Warriors","2/13/17",2016,2,1,43,"n","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-179,193,"Stephen Curry","shot no",23
"546","Golden State Warriors","2/13/17",2016,3,9,44,"n","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-114,219,"Stephen Curry","shot no",27
"547","Golden State Warriors","2/13/17",2016,2,0,1,"n","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-168,190,"Stephen Curry","shot no",24
"548","Golden State Warriors","2/1/17",2016,1,10,22,"y","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-204,154,"Stephen Curry","shot yes",2
"549","Golden State Warriors","2/1/17",2016,1,11,38,"y","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-196,183,"Stephen Curry","shot yes",1
"550","Golden State Warriors","2/1/17",2016,1,1,4,"n","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",112,237,"Stephen Curry","shot no",11
"551","Golden State Warriors","2/1/17",2016,1,6,47,"y","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-210,151,"Stephen Curry","shot yes",6
"552","Golden State Warriors","2/1/17",2016,1,3,25,"n","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",127,244,"Stephen Curry","shot no",9
"553","Golden State Warriors","2/1/17",2016,3,8,36,"n","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",138,228,"Stephen Curry","shot no",28
"554","Golden State Warriors","2/1/17",2016,3,4,58,"n","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",204,144,"Stephen Curry","shot no",32
"555","Golden State Warriors","2/1/17",2016,3,9,8,"n","Jump Shot","2PT Field Goal",20,"Charlotte Hornets",-204,-5,"Stephen Curry","shot no",27
"556","Golden State Warriors","2/1/17",2016,1,1,27,"y","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-196,169,"Stephen Curry","shot yes",11
"557","Golden State Warriors","3/5/17",2016,1,5,23,"y","Jump Shot","2PT Field Goal",15,"New York Knicks",-127,90,"Stephen Curry","shot yes",7
"558","Golden State Warriors","12/13/16",2016,4,0,47,"n","Jump Shot","2PT Field Goal",20,"New Orleans Pelicans",-178,105,"Stephen Curry","shot no",48
"559","Golden State Warriors","12/13/16",2016,3,6,19,"y","Jump Shot","2PT Field Goal",22,"New Orleans Pelicans",146,169,"Stephen Curry","shot yes",30
"560","Golden State Warriors","1/18/17",2016,1,3,48,"n","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-138,232,"Stephen Curry","shot no",9
"561","Golden State Warriors","1/18/17",2016,2,0,0,"n","Jump Shot","3PT Field Goal",52,"Oklahoma City Thunder",-19,522,"Stephen Curry","shot no",24
"562","Golden State Warriors","1/18/17",2016,1,8,28,"y","Jump Shot","3PT Field Goal",29,"Oklahoma City Thunder",-6,291,"Stephen Curry","shot yes",4
"563","Golden State Warriors","1/18/17",2016,4,4,48,"n","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-14,269,"Stephen Curry","shot no",44
"564","Golden State Warriors","1/18/17",2016,2,0,39,"n","Jump Shot","3PT Field Goal",28,"Oklahoma City Thunder",-43,283,"Stephen Curry","shot no",24
"565","Golden State Warriors","1/18/17",2016,1,2,41,"n","Jump Shot","2PT Field Goal",22,"Oklahoma City Thunder",-117,193,"Stephen Curry","shot no",10
"566","Golden State Warriors","1/18/17",2016,3,5,45,"y","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",15,277,"Stephen Curry","shot yes",31
"567","Golden State Warriors","1/18/17",2016,1,9,32,"n","Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",-14,77,"Stephen Curry","shot no",3
"568","Golden State Warriors","12/13/16",2016,3,2,55,"n","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",148,16,"Stephen Curry","shot no",34
"569","Golden State Warriors","3/5/17",2016,2,5,48,"y","Jump Shot","3PT Field Goal",23,"New York Knicks",-88,222,"Stephen Curry","shot yes",19
"570","Golden State Warriors","11/16/16",2016,4,1,38,"n","Jump Shot","3PT Field Goal",26,"Toronto Raptors",232,121,"Stephen Curry","shot no",47
"571","Golden State Warriors","3/28/17",2016,2,2,37,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",-237,41,"Stephen Curry","shot no",22
"572","Golden State Warriors","11/9/16",2016,2,9,39,"n","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-233,2,"Stephen Curry","shot no",15
"573","Golden State Warriors","12/23/16",2016,2,2,55,"y","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-227,129,"Stephen Curry","shot yes",22
"574","Golden State Warriors","12/23/16",2016,2,4,14,"n","Jump Shot","3PT Field Goal",24,"Detroit Pistons",-192,159,"Stephen Curry","shot no",20
"575","Golden State Warriors","12/23/16",2016,4,3,14,"y","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-132,228,"Stephen Curry","shot yes",45
"576","Golden State Warriors","12/23/16",2016,4,2,34,"n","Jump Shot","2PT Field Goal",17,"Detroit Pistons",156,75,"Stephen Curry","shot no",46
"577","Golden State Warriors","12/23/16",2016,3,1,21,"n","Jump Shot","2PT Field Goal",17,"Detroit Pistons",141,101,"Stephen Curry","shot no",35
"578","Golden State Warriors","12/23/16",2016,1,0,59,"y","Jump Shot","3PT Field Goal",23,"Detroit Pistons",-237,8,"Stephen Curry","shot yes",12
"579","Golden State Warriors","12/23/16",2016,1,7,44,"y","Jump Shot","2PT Field Goal",16,"Detroit Pistons",27,165,"Stephen Curry","shot yes",5
"580","Golden State Warriors","12/23/16",2016,3,7,25,"y","Jump Shot","3PT Field Goal",24,"Detroit Pistons",236,80,"Stephen Curry","shot yes",29
"581","Golden State Warriors","12/23/16",2016,3,2,27,"y","Jump Shot","3PT Field Goal",26,"Detroit Pistons",225,139,"Stephen Curry","shot yes",34
"582","Golden State Warriors","12/23/16",2016,2,0,31,"n","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-132,223,"Stephen Curry","shot no",24
"583","Golden State Warriors","12/23/16",2016,3,8,47,"n","Jump Shot","3PT Field Goal",25,"Detroit Pistons",220,129,"Stephen Curry","shot no",28
"584","Golden State Warriors","12/23/16",2016,3,10,50,"n","Jump Shot","2PT Field Goal",10,"Detroit Pistons",-7,100,"Stephen Curry","shot no",26
"585","Golden State Warriors","12/23/16",2016,3,3,34,"n","Jump Shot","3PT Field Goal",25,"Detroit Pistons",213,141,"Stephen Curry","shot no",33
"586","Golden State Warriors","11/9/16",2016,3,10,39,"n","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-237,2,"Stephen Curry","shot no",26
"587","Golden State Warriors","11/9/16",2016,1,10,38,"n","Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-207,195,"Stephen Curry","shot no",2
"588","Golden State Warriors","11/9/16",2016,3,4,38,"y","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",-14,267,"Stephen Curry","shot yes",32
"589","Golden State Warriors","12/25/16",2016,4,1,14,"y","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-228,116,"Stephen Curry","shot yes",47
"590","Golden State Warriors","12/13/16",2016,1,2,4,"n","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",194,183,"Stephen Curry","shot no",10
"591","Golden State Warriors","12/13/16",2016,1,4,51,"y","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-163,203,"Stephen Curry","shot yes",8
"592","Golden State Warriors","12/13/16",2016,3,9,40,"y","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-209,165,"Stephen Curry","shot yes",27
"593","Golden State Warriors","12/13/16",2016,2,0,0,"n","Jump Shot","3PT Field Goal",41,"New Orleans Pelicans",-9,414,"Stephen Curry","shot no",24
"594","Golden State Warriors","12/13/16",2016,1,4,16,"y","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-233,41,"Stephen Curry","shot yes",8
"595","Golden State Warriors","12/13/16",2016,4,3,14,"y","Jump Shot","2PT Field Goal",20,"New Orleans Pelicans",-200,19,"Stephen Curry","shot yes",45
"596","Golden State Warriors","12/13/16",2016,1,2,29,"y","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",6,267,"Stephen Curry","shot yes",10
"597","Golden State Warriors","12/13/16",2016,4,4,33,"n","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",97,239,"Stephen Curry","shot no",44
"598","Golden State Warriors","12/13/16",2016,3,5,18,"n","Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",115,111,"Stephen Curry","shot no",31
"599","Golden State Warriors","12/13/16",2016,1,5,17,"n","Jump Shot","2PT Field Goal",13,"New Orleans Pelicans",130,8,"Stephen Curry","shot no",7
"600","Golden State Warriors","12/13/16",2016,1,11,23,"n","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-165,190,"Stephen Curry","shot no",1
"601","Golden State Warriors","12/13/16",2016,3,8,40,"y","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",89,249,"Stephen Curry","shot yes",28
"602","Golden State Warriors","12/13/16",2016,3,2,22,"n","Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",150,56,"Stephen Curry","shot no",34
"603","Golden State Warriors","3/28/17",2016,2,0,34,"n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-20,254,"Stephen Curry","shot no",24
"604","Golden State Warriors","3/21/17",2016,3,6,43,"y","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",-124,237,"Stephen Curry","shot yes",30
"605","Golden State Warriors","3/21/17",2016,3,4,48,"n","Jump Shot","3PT Field Goal",22,"Dallas Mavericks",-225,41,"Stephen Curry","shot no",32
"606","Golden State Warriors","12/7/16",2016,1,3,42,"y","Jump Shot","2PT Field Goal",19,"Los Angeles Clippers",-165,111,"Stephen Curry","shot yes",9
"607","Golden State Warriors","3/21/17",2016,1,4,17,"n","Jump Shot","3PT Field Goal",27,"Dallas Mavericks",146,228,"Stephen Curry","shot no",8
"608","Golden State Warriors","3/21/17",2016,1,1,15,"y","Jump Shot","3PT Field Goal",22,"Dallas Mavericks",-227,2,"Stephen Curry","shot yes",11
"609","Golden State Warriors","3/21/17",2016,3,0,52,"n","Jump Shot","3PT Field Goal",24,"Dallas Mavericks",-201,139,"Stephen Curry","shot no",36
"610","Golden State Warriors","3/21/17",2016,1,3,39,"n","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",169,198,"Stephen Curry","shot no",9
"611","Golden State Warriors","3/21/17",2016,3,1,15,"y","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-135,213,"Stephen Curry","shot yes",35
"612","Golden State Warriors","3/28/17",2016,4,11,1,"n","Jump Shot","2PT Field Goal",14,"Houston Rockets",61,129,"Stephen Curry","shot no",37
"613","Golden State Warriors","3/28/17",2016,1,1,52,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",120,208,"Stephen Curry","shot no",11
"614","Golden State Warriors","2/2/17",2016,1,1,25,"n","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-230,-16,"Stephen Curry","shot no",11
"615","Golden State Warriors","2/2/17",2016,2,4,34,"n","Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",84,198,"Stephen Curry","shot no",20
"616","Golden State Warriors","2/2/17",2016,4,3,8,"n","Jump Shot","2PT Field Goal",19,"Los Angeles Clippers",-191,7,"Stephen Curry","shot no",45
"617","Golden State Warriors","2/2/17",2016,3,7,43,"n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",133,223,"Stephen Curry","shot no",29
"618","Golden State Warriors","2/2/17",2016,1,5,40,"n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-147,208,"Stephen Curry","shot no",7
"619","Golden State Warriors","2/2/17",2016,4,3,27,"n","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-202,164,"Stephen Curry","shot no",45
"620","Golden State Warriors","2/2/17",2016,1,0,3,"n","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-60,262,"Stephen Curry","shot no",12
"621","Golden State Warriors","12/25/16",2016,4,5,31,"n","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",195,159,"Stephen Curry","shot no",43
"622","Golden State Warriors","12/7/16",2016,3,2,43,"n","Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-160,223,"Stephen Curry","shot no",34
"623","Golden State Warriors","2/2/17",2016,3,2,18,"n","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-38,267,"Stephen Curry","shot no",34
"624","Golden State Warriors","3/28/17",2016,2,3,56,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",86,234,"Stephen Curry","shot no",21
"625","Golden State Warriors","3/28/17",2016,2,4,34,"y","Jump Shot","2PT Field Goal",21,"Houston Rockets",-161,144,"Stephen Curry","shot yes",20
"626","Golden State Warriors","3/28/17",2016,4,10,18,"y","Jump Shot","2PT Field Goal",13,"Houston Rockets",135,3,"Stephen Curry","shot yes",38
"627","Golden State Warriors","3/28/17",2016,4,1,46,"y","Jump Shot","3PT Field Goal",25,"Houston Rockets",9,259,"Stephen Curry","shot yes",47
"628","Golden State Warriors","3/6/17",2016,4,4,10,"y","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",-233,0,"Stephen Curry","shot yes",44
"629","Golden State Warriors","3/5/17",2016,3,7,18,"n","Jump Shot","3PT Field Goal",24,"New York Knicks",146,198,"Stephen Curry","shot no",29
"630","Golden State Warriors","12/7/16",2016,1,2,28,"n","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-230,3,"Stephen Curry","shot no",10
"631","Golden State Warriors","3/5/17",2016,3,0,3,"y","Jump Shot","3PT Field Goal",25,"New York Knicks",-137,213,"Stephen Curry","shot yes",36
"632","Golden State Warriors","3/5/17",2016,2,1,4,"y","Jump Shot","3PT Field Goal",24,"New York Knicks",145,203,"Stephen Curry","shot yes",23
"633","Golden State Warriors","3/5/17",2016,1,7,12,"n","Jump Shot","3PT Field Goal",24,"New York Knicks",-174,174,"Stephen Curry","shot no",5
"634","Golden State Warriors","11/21/16",2016,1,7,19,"n","Jump Shot","3PT Field Goal",23,"Indiana Pacers",-237,2,"Stephen Curry","shot no",5
"635","Golden State Warriors","3/5/17",2016,1,10,54,"n","Jump Shot","3PT Field Goal",25,"New York Knicks",186,178,"Stephen Curry","shot no",2
"636","Golden State Warriors","3/28/17",2016,4,8,28,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",110,219,"Stephen Curry","shot no",40
"637","Golden State Warriors","3/28/17",2016,2,2,31,"n","Jump Shot","3PT Field Goal",25,"Houston Rockets",133,213,"Stephen Curry","shot no",22
"638","Golden State Warriors","3/28/17",2016,2,2,54,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",-60,242,"Stephen Curry","shot no",22
"639","Golden State Warriors","11/25/16",2016,3,3,20,"n","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",205,129,"Stephen Curry","shot no",33
"640","Golden State Warriors","1/8/17",2016,1,3,30,"y","Jump Shot","2PT Field Goal",16,"Sacramento Kings",168,-1,"Stephen Curry","shot yes",9
"641","Golden State Warriors","12/7/16",2016,1,8,28,"n","Jump Shot","3PT Field Goal",32,"Los Angeles Clippers",-47,321,"Stephen Curry","shot no",4
"642","Golden State Warriors","12/7/16",2016,4,2,56,"n","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-94,247,"Stephen Curry","shot no",46
"643","Golden State Warriors","12/7/16",2016,3,8,56,"n","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",240,3,"Stephen Curry","shot no",28
"644","Golden State Warriors","12/7/16",2016,3,0,38,"n","Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-1,116,"Stephen Curry","shot no",36
"645","Golden State Warriors","12/25/16",2016,1,2,7,"n","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-238,115,"Stephen Curry","shot no",10
"646","Golden State Warriors","2/8/17",2016,2,3,21,"n","Jump Shot","2PT Field Goal",15,"Chicago Bulls",0,154,"Stephen Curry","shot no",21
"647","Golden State Warriors","11/25/16",2016,4,6,58,"y","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",5,246,"Stephen Curry","shot yes",42
"648","Golden State Warriors","11/25/16",2016,2,1,46,"n","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",158,187,"Stephen Curry","shot no",23
"649","Golden State Warriors","11/25/16",2016,1,5,36,"y","Jump Shot","3PT Field Goal",23,"Los Angeles Lakers",-237,1,"Stephen Curry","shot yes",7
"650","Golden State Warriors","11/25/16",2016,2,5,57,"n","Jump Shot","2PT Field Goal",21,"Los Angeles Lakers",147,153,"Stephen Curry","shot no",19
"651","Golden State Warriors","11/25/16",2016,1,11,43,"n","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",150,192,"Stephen Curry","shot no",1
"652","Golden State Warriors","11/25/16",2016,3,1,59,"y","Jump Shot","3PT Field Goal",27,"Los Angeles Lakers",122,241,"Stephen Curry","shot yes",35
"653","Golden State Warriors","11/25/16",2016,1,2,48,"y","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-131,214,"Stephen Curry","shot yes",10
"654","Golden State Warriors","11/25/16",2016,1,1,33,"n","Jump Shot","3PT Field Goal",31,"Los Angeles Lakers",-95,305,"Stephen Curry","shot no",11
"655","Golden State Warriors","12/25/16",2016,3,9,36,"y","Jump Shot","2PT Field Goal",5,"Cleveland Cavaliers",19,51,"Stephen Curry","shot yes",27
"656","Golden State Warriors","12/25/16",2016,2,0,0,"n","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-233,120,"Stephen Curry","shot no",24
"657","Golden State Warriors","12/25/16",2016,2,4,15,"y","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-240,2,"Stephen Curry","shot yes",20
"658","Golden State Warriors","12/25/16",2016,3,8,43,"n","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",138,213,"Stephen Curry","shot no",28
"659","Golden State Warriors","12/8/16",2016,3,0,25,"n","Jump Shot","3PT Field Goal",23,"Utah Jazz",232,13,"Stephen Curry","shot no",36
"660","Golden State Warriors","12/8/16",2016,1,1,54,"n","Jump Shot","3PT Field Goal",24,"Utah Jazz",220,115,"Stephen Curry","shot no",11
"661","Golden State Warriors","12/8/16",2016,1,2,39,"n","Jump Shot","3PT Field Goal",23,"Utah Jazz",-73,228,"Stephen Curry","shot no",10
"662","Golden State Warriors","12/8/16",2016,1,9,25,"y","Jump Shot","3PT Field Goal",25,"Utah Jazz",115,223,"Stephen Curry","shot yes",3
"663","Golden State Warriors","1/8/17",2016,4,4,1,"n","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-168,178,"Stephen Curry","shot no",44
"664","Golden State Warriors","1/8/17",2016,2,7,6,"n","Jump Shot","3PT Field Goal",24,"Sacramento Kings",48,237,"Stephen Curry","shot no",17
"665","Golden State Warriors","1/8/17",2016,3,3,52,"y","Jump Shot","3PT Field Goal",26,"Sacramento Kings",137,223,"Stephen Curry","shot yes",33
"666","Golden State Warriors","1/8/17",2016,4,7,15,"n","Jump Shot","2PT Field Goal",17,"Sacramento Kings",-78,156,"Stephen Curry","shot no",41
"667","Golden State Warriors","1/8/17",2016,3,2,31,"n","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-227,18,"Stephen Curry","shot no",34
"668","Golden State Warriors","1/8/17",2016,4,4,23,"y","Jump Shot","2PT Field Goal",22,"Sacramento Kings",16,222,"Stephen Curry","shot yes",44
"669","Golden State Warriors","1/8/17",2016,4,1,52,"y","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-225,11,"Stephen Curry","shot yes",47
"670","Golden State Warriors","1/8/17",2016,4,1,37,"n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",2,257,"Stephen Curry","shot no",47
"671","Golden State Warriors","1/8/17",2016,1,8,38,"y","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-140,219,"Stephen Curry","shot yes",4
"672","Golden State Warriors","1/8/17",2016,1,7,47,"n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",204,156,"Stephen Curry","shot no",5
"673","Golden State Warriors","1/8/17",2016,1,6,38,"y","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-205,144,"Stephen Curry","shot yes",6
"674","Golden State Warriors","1/8/17",2016,1,1,2,"n","Jump Shot","3PT Field Goal",23,"Sacramento Kings",235,7,"Stephen Curry","shot no",11
"675","Golden State Warriors","1/8/17",2016,1,0,2,"n","Jump Shot","2PT Field Goal",18,"Sacramento Kings",176,38,"Stephen Curry","shot no",12
"676","Golden State Warriors","2/27/17",2016,3,0,52,"n","Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",-232,-21,"Stephen Curry","shot no",36
"677","Golden State Warriors","2/27/17",2016,4,5,19,"n","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-138,228,"Stephen Curry","shot no",43
"678","Golden State Warriors","2/27/17",2016,2,2,30,"n","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-135,219,"Stephen Curry","shot no",22
"679","Golden State Warriors","12/8/16",2016,3,2,59,"n","Jump Shot","3PT Field Goal",23,"Utah Jazz",-232,3,"Stephen Curry","shot no",34
"680","Golden State Warriors","12/8/16",2016,3,5,28,"n","Jump Shot","2PT Field Goal",20,"Utah Jazz",-91,185,"Stephen Curry","shot no",31
"681","Golden State Warriors","12/8/16",2016,2,0,1,"n","Jump Shot","3PT Field Goal",28,"Utah Jazz",194,208,"Stephen Curry","shot no",24
"682","Golden State Warriors","12/8/16",2016,1,8,27,"y","Jump Shot","3PT Field Goal",23,"Utah Jazz",232,21,"Stephen Curry","shot yes",4
"683","Golden State Warriors","12/8/16",2016,1,6,29,"y","Jump Shot","2PT Field Goal",23,"Utah Jazz",-217,90,"Stephen Curry","shot yes",6
"684","Golden State Warriors","12/20/16",2016,3,10,45,"n","Jump Shot","3PT Field Goal",25,"Utah Jazz",73,247,"Stephen Curry","shot no",26
"685","Golden State Warriors","1/20/17",2016,1,11,25,"n","Jump Shot","3PT Field Goal",26,"Houston Rockets",10,264,"Stephen Curry","shot no",1
"686","Golden State Warriors","2/8/17",2016,1,9,29,"y","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-232,7,"Stephen Curry","shot yes",3
"687","Golden State Warriors","2/8/17",2016,1,3,12,"n","Jump Shot","3PT Field Goal",29,"Chicago Bulls",43,296,"Stephen Curry","shot no",9
"688","Golden State Warriors","2/8/17",2016,1,8,21,"n","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-110,232,"Stephen Curry","shot no",4
"689","Golden State Warriors","2/8/17",2016,3,9,36,"n","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-9,252,"Stephen Curry","shot no",27
"690","Golden State Warriors","2/8/17",2016,1,6,57,"n","Jump Shot","2PT Field Goal",7,"Chicago Bulls",-69,19,"Stephen Curry","shot no",6
"691","Golden State Warriors","1/20/17",2016,1,1,58,"n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-187,178,"Stephen Curry","shot no",11
"692","Golden State Warriors","3/6/17",2016,3,9,39,"y","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",-219,134,"Stephen Curry","shot yes",27
"693","Golden State Warriors","1/2/17",2016,3,2,10,"n","Jump Shot","3PT Field Goal",29,"Denver Nuggets",27,298,"Stephen Curry","shot no",34
"694","Golden State Warriors","1/2/17",2016,3,8,35,"n","Jump Shot","2PT Field Goal",19,"Denver Nuggets",140,134,"Stephen Curry","shot no",28
"695","Golden State Warriors","11/3/16",2016,1,6,3,"n","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-227,126,"Stephen Curry","shot no",6
"696","Golden State Warriors","11/3/16",2016,3,2,27,"n","Jump Shot","3PT Field Goal",31,"Oklahoma City Thunder",-7,313,"Stephen Curry","shot no",34
"697","Golden State Warriors","11/3/16",2016,2,6,48,"n","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",82,244,"Stephen Curry","shot no",18
"698","Golden State Warriors","11/3/16",2016,1,8,34,"n","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",151,200,"Stephen Curry","shot no",4
"699","Golden State Warriors","11/3/16",2016,1,4,16,"n","Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",17,26,"Stephen Curry","shot no",8
