"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","shot","minute"
"1","Golden State Warriors","12/15/16",2016,3,3,51,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",3,"New York Knicks",25,21,"Stephen Curry","shot yes",33
"2","Golden State Warriors","10/28/16",2016,3,9,14,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",9,26,"Stephen Curry","shot yes",27
"3","Golden State Warriors","11/1/16",2016,2,5,8,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-22,2,"Stephen Curry","shot yes",19
"4","Golden State Warriors","12/1/16",2016,3,5,27,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Houston Rockets",2,7,"Stephen Curry","shot yes",31
"5","Golden State Warriors","4/4/17",2016,3,2,4,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",1,26,"Stephen Curry","shot yes",34
"6","Golden State Warriors","11/19/16",2016,4,5,36,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,7,"Stephen Curry","shot yes",43
"7","Golden State Warriors","11/21/16",2016,3,9,51,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",-1,2,"Stephen Curry","shot yes",27
"8","Golden State Warriors","3/29/17",2016,2,1,40,"y","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,0,"Stephen Curry","shot yes",23
"9","Golden State Warriors","11/25/16",2016,3,10,59,"y","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",13,6,"Stephen Curry","shot yes",26
"10","Golden State Warriors","12/28/16",2016,3,3,54,"y","Cutting Layup Shot","2PT Field Goal",1,"Toronto Raptors",-9,8,"Stephen Curry","shot yes",33
"11","Golden State Warriors","3/28/17",2016,4,9,36,"y","Cutting Layup Shot","2PT Field Goal",0,"Houston Rockets",-4,-5,"Stephen Curry","shot yes",39
"12","Golden State Warriors","12/11/16",2016,4,3,34,"y","Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",14,7,"Stephen Curry","shot yes",45
"13","Golden State Warriors","12/10/16",2016,3,4,12,"n","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-24,-6,"Stephen Curry","shot no",32
"14","Golden State Warriors","2/27/17",2016,1,9,29,"y","Cutting Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",-7,-6,"Stephen Curry","shot yes",3
"15","Golden State Warriors","3/6/17",2016,1,1,40,"y","Cutting Layup Shot","2PT Field Goal",2,"Atlanta Hawks",20,7,"Stephen Curry","shot yes",11
"16","Golden State Warriors","3/21/17",2016,1,8,40,"y","Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",12,-1,"Stephen Curry","shot yes",4
"17","Golden State Warriors","12/3/16",2016,3,9,14,"y","Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",0,11,"Stephen Curry","shot yes",27
"18","Golden State Warriors","2/27/17",2016,4,5,51,"y","Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",12,7,"Stephen Curry","shot yes",43
"19","Golden State Warriors","12/7/16",2016,1,3,8,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-7,21,"Stephen Curry","shot yes",9
"20","Golden State Warriors","3/16/17",2016,3,5,51,"n","Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",22,18,"Stephen Curry","shot no",31
"21","Golden State Warriors","1/6/17",2016,1,8,39,"y","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",4,11,"Stephen Curry","shot yes",4
"22","Golden State Warriors","10/28/16",2016,3,3,12,"y","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",17,7,"Stephen Curry","shot yes",33
"23","Golden State Warriors","11/23/16",2016,3,2,55,"y","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",1,11,"Stephen Curry","shot yes",34
"24","Golden State Warriors","2/2/17",2016,4,6,16,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",22,16,"Stephen Curry","shot yes",42
"25","Golden State Warriors","12/17/16",2016,1,3,20,"y","Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-1,23,"Stephen Curry","shot yes",9
"26","Golden State Warriors","12/20/16",2016,2,1,36,"y","Cutting Layup Shot","2PT Field Goal",1,"Utah Jazz",-1,16,"Stephen Curry","shot yes",23
"27","Golden State Warriors","11/25/16",2016,4,2,31,"y","Cutting Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",8,-2,"Stephen Curry","shot yes",46
"28","Golden State Warriors","3/26/17",2016,3,8,9,"n","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",9,21,"Stephen Curry","shot no",28
"29","Golden State Warriors","2/10/17",2016,1,2,41,"y","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",24,7,"Stephen Curry","shot yes",10
"30","Golden State Warriors","1/28/17",2016,1,11,22,"y","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,16,"Stephen Curry","shot yes",1
"31","Golden State Warriors","12/25/16",2016,4,4,28,"y","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",1,-5,"Stephen Curry","shot yes",44
"32","Golden State Warriors","11/19/16",2016,3,8,3,"y","Cutting Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",0,7,"Stephen Curry","shot yes",28
"33","Golden State Warriors","11/23/16",2016,2,2,41,"y","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",10,16,"Stephen Curry","shot yes",22
"34","Golden State Warriors","2/15/17",2016,1,9,28,"y","Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",6,16,"Stephen Curry","shot yes",3
"35","Golden State Warriors","12/7/16",2016,1,7,6,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,2,"Stephen Curry","shot yes",5
"36","Golden State Warriors","12/7/16",2016,2,4,38,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",6,21,"Stephen Curry","shot yes",20
"37","Golden State Warriors","11/21/16",2016,3,6,46,"y","Driving Bank shot","2PT Field Goal",11,"Indiana Pacers",-110,36,"Stephen Curry","shot yes",30
"38","Golden State Warriors","1/6/17",2016,4,1,20,"y","Driving Bank shot","2PT Field Goal",6,"Memphis Grizzlies",-43,46,"Stephen Curry","shot yes",47
"39","Golden State Warriors","11/26/16",2016,1,2,41,"y","Driving Bank shot","2PT Field Goal",3,"Minnesota Timberwolves",12,31,"Stephen Curry","shot yes",10
"40","Golden State Warriors","2/2/17",2016,1,4,7,"y","Driving Bank shot","2PT Field Goal",5,"Los Angeles Clippers",-52,18,"Stephen Curry","shot yes",8
"41","Golden State Warriors","11/13/16",2016,2,5,30,"y","Driving Bank shot","2PT Field Goal",11,"Phoenix Suns",-70,85,"Stephen Curry","shot yes",19
"42","Golden State Warriors","11/9/16",2016,2,8,42,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Dallas Mavericks",10,16,"Stephen Curry","shot yes",16
"43","Golden State Warriors","1/4/17",2016,1,5,53,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-7,26,"Stephen Curry","shot yes",7
"44","Golden State Warriors","11/18/16",2016,2,1,52,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Boston Celtics",-25,7,"Stephen Curry","shot yes",23
"45","Golden State Warriors","11/18/16",2016,4,0,48,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",-9,16,"Stephen Curry","shot yes",48
"46","Golden State Warriors","11/13/16",2016,3,1,6,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",-1,21,"Stephen Curry","shot yes",35
"47","Golden State Warriors","3/29/17",2016,3,5,22,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,-5,"Stephen Curry","shot yes",31
"48","Golden State Warriors","1/2/17",2016,1,2,24,"n","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Denver Nuggets",17,11,"Stephen Curry","shot no",10
"49","Golden State Warriors","2/25/17",2016,4,2,59,"y","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Brooklyn Nets",20,23,"Stephen Curry","shot yes",46
"50","Golden State Warriors","11/16/16",2016,1,7,22,"y","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Toronto Raptors",-29,11,"Stephen Curry","shot yes",5
"51","Golden State Warriors","4/4/17",2016,1,10,16,"n","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",22,26,"Stephen Curry","shot no",2
"52","Golden State Warriors","2/23/17",2016,3,1,52,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-12,16,"Stephen Curry","shot yes",35
"53","Golden State Warriors","3/29/17",2016,1,1,49,"n","Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,8,"Stephen Curry","shot no",11
"54","Golden State Warriors","12/28/16",2016,4,0,13,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",0,16,"Stephen Curry","shot yes",48
"55","Golden State Warriors","12/20/16",2016,1,1,0,"n","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",-9,28,"Stephen Curry","shot no",11
"56","Golden State Warriors","11/26/16",2016,3,2,9,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",0,26,"Stephen Curry","shot yes",34
"57","Golden State Warriors","11/26/16",2016,4,5,3,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",6,16,"Stephen Curry","shot yes",43
"58","Golden State Warriors","12/30/16",2016,1,7,31,"y","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",2,7,"Stephen Curry","shot yes",5
"59","Golden State Warriors","12/20/16",2016,1,1,49,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",2,21,"Stephen Curry","shot yes",11
"60","Golden State Warriors","3/29/17",2016,2,0,49,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,2,"Stephen Curry","shot yes",24
"61","Golden State Warriors","11/19/16",2016,4,2,47,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,7,"Stephen Curry","shot yes",46
"62","Golden State Warriors","11/18/16",2016,3,7,18,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-5,"Stephen Curry","shot yes",29
"63","Golden State Warriors","2/27/17",2016,3,0,25,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16,"Stephen Curry","shot yes",36
"64","Golden State Warriors","3/31/17",2016,3,3,28,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21,"Stephen Curry","shot yes",33
"65","Golden State Warriors","12/11/16",2016,2,0,29,"n","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",24,31,"Stephen Curry","shot no",24
"66","Golden State Warriors","3/16/17",2016,3,0,54,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Orlando Magic",19,18,"Stephen Curry","shot yes",36
"67","Golden State Warriors","12/8/16",2016,3,7,36,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",22,0,"Stephen Curry","shot yes",29
"68","Golden State Warriors","12/5/16",2016,2,1,10,"y","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",0,8,"Stephen Curry","shot yes",23
"69","Golden State Warriors","1/16/17",2016,1,4,57,"n","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-1,26,"Stephen Curry","shot no",8
"70","Golden State Warriors","3/31/17",2016,3,9,15,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7,"Stephen Curry","shot yes",27
"71","Golden State Warriors","11/3/16",2016,1,8,59,"y","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-4,16,"Stephen Curry","shot yes",4
"72","Golden State Warriors","2/2/17",2016,3,11,6,"y","Driving Floating Bank Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",76,44,"Stephen Curry","shot yes",25
"73","Golden State Warriors","2/28/17",2016,2,2,28,"y","Driving Floating Bank Jump Shot","2PT Field Goal",3,"Washington Wizards",30,21,"Stephen Curry","shot yes",22
"74","Golden State Warriors","3/29/17",2016,4,4,43,"n","Driving Floating Bank Jump Shot","2PT Field Goal",10,"San Antonio Spurs",97,31,"Stephen Curry","shot no",44
"75","Golden State Warriors","11/1/16",2016,2,0,1,"n","Driving Floating Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",-53,149,"Stephen Curry","shot no",24
"76","Golden State Warriors","2/11/17",2016,4,5,27,"n","Driving Floating Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",25,21,"Stephen Curry","shot no",43
"77","Golden State Warriors","11/28/16",2016,4,4,6,"n","Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",-93,49,"Stephen Curry","shot no",44
"78","Golden State Warriors","3/2/17",2016,1,6,16,"y","Driving Floating Jump Shot","2PT Field Goal",3,"Chicago Bulls",4,38,"Stephen Curry","shot yes",6
"79","Golden State Warriors","12/20/16",2016,2,5,29,"n","Driving Floating Jump Shot","2PT Field Goal",11,"Utah Jazz",92,70,"Stephen Curry","shot no",19
"80","Golden State Warriors","10/25/16",2016,2,4,58,"y","Driving Floating Jump Shot","2PT Field Goal",7,"San Antonio Spurs",-16,70,"Stephen Curry","shot yes",20
"81","Golden State Warriors","11/1/16",2016,1,6,45,"n","Driving Floating Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",51,134,"Stephen Curry","shot no",6
"82","Golden State Warriors","12/28/16",2016,1,8,46,"y","Driving Floating Jump Shot","2PT Field Goal",12,"Toronto Raptors",60,115,"Stephen Curry","shot yes",4
"83","Golden State Warriors","10/30/16",2016,4,10,0,"n","Driving Floating Jump Shot","2PT Field Goal",7,"Phoenix Suns",-16,72,"Stephen Curry","shot no",38
"84","Golden State Warriors","3/24/17",2016,3,4,34,"n","Driving Floating Jump Shot","2PT Field Goal",5,"Sacramento Kings",6,51,"Stephen Curry","shot no",32
"85","Golden State Warriors","11/28/16",2016,4,3,29,"y","Driving Floating Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-4,46,"Stephen Curry","shot yes",45
"86","Golden State Warriors","11/1/16",2016,3,6,19,"n","Driving Floating Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",66,13,"Stephen Curry","shot no",30
"87","Golden State Warriors","4/4/17",2016,2,2,11,"n","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",20,57,"Stephen Curry","shot no",22
"88","Golden State Warriors","12/3/16",2016,3,1,36,"y","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",-7,51,"Stephen Curry","shot yes",35
"89","Golden State Warriors","10/25/16",2016,4,6,46,"y","Driving Floating Jump Shot","2PT Field Goal",4,"San Antonio Spurs",2,41,"Stephen Curry","shot yes",42
"90","Golden State Warriors","12/28/16",2016,3,1,36,"y","Driving Floating Jump Shot","2PT Field Goal",10,"Toronto Raptors",-92,51,"Stephen Curry","shot yes",35
"91","Golden State Warriors","11/3/16",2016,1,5,1,"n","Driving Floating Jump Shot","2PT Field Goal",8,"Oklahoma City Thunder",-34,82,"Stephen Curry","shot no",7
"92","Golden State Warriors","1/6/17",2016,1,10,56,"y","Driving Hook Shot","2PT Field Goal",4,"Memphis Grizzlies",27,31,"Stephen Curry","shot yes",2
"93","Golden State Warriors","11/7/16",2016,3,1,11,"n","Driving Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",2,57,"Stephen Curry","shot no",35
"94","Golden State Warriors","1/2/17",2016,2,1,11,"n","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",4,26,"Stephen Curry","shot no",23
"95","Golden State Warriors","11/18/16",2016,1,7,28,"y","Driving Hook Shot","2PT Field Goal",6,"Boston Celtics",-27,56,"Stephen Curry","shot yes",5
"96","Golden State Warriors","3/5/17",2016,1,1,56,"y","Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-29,0,"Stephen Curry","shot yes",11
"97","Golden State Warriors","11/4/16",2016,1,9,44,"y","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",1,1,"Stephen Curry","shot yes",3
"98","Golden State Warriors","1/2/17",2016,1,0,53,"y","Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,11,"Stephen Curry","shot yes",12
"99","Golden State Warriors","3/5/17",2016,3,4,38,"y","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-12,3,"Stephen Curry","shot yes",32
"100","Golden State Warriors","11/4/16",2016,1,8,4,"y","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1,"Stephen Curry","shot yes",4
"101","Golden State Warriors","3/28/17",2016,2,3,53,"y","Driving Layup Shot","2PT Field Goal",0,"Houston Rockets",-2,2,"Stephen Curry","shot yes",21
"102","Golden State Warriors","11/16/16",2016,3,8,1,"y","Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",-19,2,"Stephen Curry","shot yes",28
"103","Golden State Warriors","10/28/16",2016,4,1,47,"y","Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",4,8,"Stephen Curry","shot yes",47
"104","Golden State Warriors","12/28/16",2016,2,2,43,"y","Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",-2,2,"Stephen Curry","shot yes",22
"105","Golden State Warriors","2/28/17",2016,3,4,58,"y","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-6,8,"Stephen Curry","shot yes",32
"106","Golden State Warriors","12/13/16",2016,1,1,8,"y","Driving Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3,"Stephen Curry","shot yes",11
"107","Golden State Warriors","12/13/16",2016,3,10,42,"y","Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8,"Stephen Curry","shot yes",26
"108","Golden State Warriors","11/9/16",2016,3,1,23,"y","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",0,28,"Stephen Curry","shot yes",35
"109","Golden State Warriors","11/28/16",2016,4,6,33,"n","Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7,"Stephen Curry","shot no",42
"110","Golden State Warriors","12/23/16",2016,4,3,48,"y","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,3,"Stephen Curry","shot yes",45
"111","Golden State Warriors","1/20/17",2016,3,4,10,"n","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",17,11,"Stephen Curry","shot no",32
"112","Golden State Warriors","12/23/16",2016,2,4,46,"n","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-2,-1,"Stephen Curry","shot no",20
"113","Golden State Warriors","1/18/17",2016,1,7,8,"y","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,26,"Stephen Curry","shot yes",5
"114","Golden State Warriors","3/2/17",2016,1,0,21,"y","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",8,5,"Stephen Curry","shot yes",12
"115","Golden State Warriors","3/26/17",2016,2,1,44,"y","Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",2,18,"Stephen Curry","shot yes",23
"116","Golden State Warriors","1/18/17",2016,1,2,51,"y","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-11,26,"Stephen Curry","shot yes",10
"117","Golden State Warriors","2/10/17",2016,3,4,40,"y","Driving Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2,"Stephen Curry","shot yes",32
"118","Golden State Warriors","3/2/17",2016,4,7,41,"y","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",-14,2,"Stephen Curry","shot yes",41
"119","Golden State Warriors","2/1/17",2016,3,6,17,"y","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-7,11,"Stephen Curry","shot yes",30
"120","Golden State Warriors","2/11/17",2016,3,6,48,"y","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,0,"Stephen Curry","shot yes",30
"121","Golden State Warriors","2/13/17",2016,3,4,42,"n","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",-29,-1,"Stephen Curry","shot no",32
"122","Golden State Warriors","10/30/16",2016,1,4,2,"n","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",19,7,"Stephen Curry","shot no",8
"123","Golden State Warriors","2/8/17",2016,2,1,20,"n","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,21,"Stephen Curry","shot no",23
"124","Golden State Warriors","12/30/16",2016,1,2,6,"n","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,19,"Stephen Curry","shot no",10
"125","Golden State Warriors","2/28/17",2016,3,1,45,"y","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",15,7,"Stephen Curry","shot yes",35
"126","Golden State Warriors","2/11/17",2016,3,2,5,"y","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7,"Stephen Curry","shot yes",34
"127","Golden State Warriors","1/22/17",2016,1,0,0,"n","Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,8,"Stephen Curry","shot no",12
"128","Golden State Warriors","10/25/16",2016,3,1,16,"y","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,13,"Stephen Curry","shot yes",35
"129","Golden State Warriors","2/4/17",2016,1,2,7,"y","Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",-20,28,"Stephen Curry","shot yes",10
"130","Golden State Warriors","1/8/17",2016,3,1,59,"y","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",24,8,"Stephen Curry","shot yes",35
"131","Golden State Warriors","3/2/17",2016,4,6,46,"y","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,3,"Stephen Curry","shot yes",42
"132","Golden State Warriors","3/20/17",2016,1,1,29,"n","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,3,"Stephen Curry","shot no",11
"133","Golden State Warriors","10/25/16",2016,2,3,34,"y","Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-1,7,"Stephen Curry","shot yes",21
"134","Golden State Warriors","12/11/16",2016,3,10,22,"n","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",12,7,"Stephen Curry","shot no",26
"135","Golden State Warriors","12/11/16",2016,1,1,14,"y","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",6,21,"Stephen Curry","shot yes",11
"136","Golden State Warriors","3/18/17",2016,2,0,38,"y","Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",1,13,"Stephen Curry","shot yes",24
"137","Golden State Warriors","2/27/17",2016,3,8,3,"n","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",19,2,"Stephen Curry","shot no",28
"138","Golden State Warriors","12/15/16",2016,2,7,40,"n","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",9,8,"Stephen Curry","shot no",17
"139","Golden State Warriors","11/13/16",2016,2,2,6,"y","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",0,21,"Stephen Curry","shot yes",22
"140","Golden State Warriors","2/27/17",2016,4,3,42,"y","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-9,16,"Stephen Curry","shot yes",45
"141","Golden State Warriors","2/27/17",2016,2,4,51,"y","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,11,"Stephen Curry","shot yes",20
"142","Golden State Warriors","2/4/17",2016,2,1,36,"y","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",28,2,"Stephen Curry","shot yes",23
"143","Golden State Warriors","11/26/16",2016,3,1,48,"y","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,18,"Stephen Curry","shot yes",35
"144","Golden State Warriors","3/2/17",2016,4,1,27,"n","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",9,21,"Stephen Curry","shot no",47
"145","Golden State Warriors","3/2/17",2016,2,2,38,"y","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",9,3,"Stephen Curry","shot yes",22
"146","Golden State Warriors","1/28/17",2016,3,9,46,"y","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",9,7,"Stephen Curry","shot yes",27
"147","Golden State Warriors","3/29/17",2016,4,2,8,"y","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-6,8,"Stephen Curry","shot yes",46
"148","Golden State Warriors","1/25/17",2016,4,4,48,"y","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,3,"Stephen Curry","shot yes",44
"149","Golden State Warriors","1/25/17",2016,1,5,29,"y","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-14,7,"Stephen Curry","shot yes",7
"150","Golden State Warriors","1/6/17",2016,1,3,33,"y","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",14,23,"Stephen Curry","shot yes",9
"151","Golden State Warriors","12/7/16",2016,1,2,10,"y","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,18,"Stephen Curry","shot yes",10
"152","Golden State Warriors","1/28/17",2016,2,4,40,"n","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,16,"Stephen Curry","shot no",20
"153","Golden State Warriors","3/5/17",2016,3,1,23,"y","Driving Layup Shot","2PT Field Goal",0,"New York Knicks",-6,3,"Stephen Curry","shot yes",35
"154","Golden State Warriors","10/25/16",2016,3,3,35,"y","Driving Reverse Layup Shot","2PT Field Goal",0,"San Antonio Spurs",8,5,"Stephen Curry","shot yes",33
"155","Golden State Warriors","2/25/17",2016,4,4,45,"n","Driving Reverse Layup Shot","2PT Field Goal",3,"Brooklyn Nets",2,31,"Stephen Curry","shot no",44
"156","Golden State Warriors","12/3/16",2016,2,0,28,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Phoenix Suns",10,13,"Stephen Curry","shot yes",24
"157","Golden State Warriors","3/18/17",2016,3,5,16,"n","Driving Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-11,7,"Stephen Curry","shot no",31
"158","Golden State Warriors","12/28/16",2016,4,5,24,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Toronto Raptors",-12,11,"Stephen Curry","shot yes",43
"159","Golden State Warriors","11/3/16",2016,3,2,58,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-9,16,"Stephen Curry","shot yes",34
"160","Golden State Warriors","11/3/16",2016,1,9,54,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-6,11,"Stephen Curry","shot yes",3
"161","Golden State Warriors","1/6/17",2016,1,5,35,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11,"Stephen Curry","shot yes",7
"162","Golden State Warriors","3/2/17",2016,3,11,22,"n","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",24,11,"Stephen Curry","shot no",25
"163","Golden State Warriors","1/20/17",2016,1,10,37,"y","Driving Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",15,11,"Stephen Curry","shot yes",2
"164","Golden State Warriors","1/25/17",2016,3,1,45,"y","Driving Reverse Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-7,0,"Stephen Curry","shot yes",35
